instant,dteday,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt
1597,3/7/2012,1,1,3,19,0,3,1,1,0.54,0.5152,0.42,0.3582,16,345,361
1598,3/7/2012,1,1,3,20,0,3,1,1,0.5,0.4848,0.51,0.2537,18,242,260
1599,3/7/2012,1,1,3,21,0,3,1,1,0.44,0.4394,0.62,0.2537,11,177,188
1600,3/7/2012,1,1,3,22,0,3,1,1,0.46,0.4545,0.59,0.2985,10,149,159
1601,3/7/2012,1,1,3,23,0,3,1,1,0.44,0.4394,0.62,0.3284,4,58,62
1602,3/8/2012,1,1,3,0,0,4,1,1,0.44,0.4394,0.62,0.3284,11,35,46
1603,3/8/2012,1,1,3,1,0,4,1,1,0.46,0.4545,0.63,0.3284,4,17,21
1604,3/8/2012,1,1,3,2,0,4,1,1,0.46,0.4545,0.63,0.3881,6,5,11
1605,3/8/2012,1,1,3,3,0,4,1,1,0.46,0.4545,0.63,0.3881,0,3,3
1606,3/8/2012,1,1,3,4,0,4,1,1,0.44,0.4394,0.72,0.2836,0,2,2
1607,3/8/2012,1,1,3,5,0,4,1,1,0.42,0.4242,0.77,0.2239,1,28,29
1608,3/8/2012,1,1,3,6,0,4,1,1,0.42,0.4242,0.77,0.2537,4,105,109
1609,3/8/2012,1,1,3,7,0,4,1,1,0.42,0.4242,0.77,0.3582,8,326,334
1610,3/8/2012,1,1,3,8,0,4,1,1,0.44,0.4394,0.77,0.3881,12,573,585
1611,3/8/2012,1,1,3,9,0,4,1,1,0.46,0.4545,0.72,0.4627,19,282,301
1612,3/8/2012,1,1,3,10,0,4,1,1,0.5,0.4848,0.68,0.4627,19,119,138
1613,3/8/2012,1,1,3,11,0,4,1,2,0.54,0.5152,0.6,0.4627,48,156,204
1614,3/8/2012,1,1,3,12,0,4,1,2,0.56,0.5303,0.6,0.4478,27,224,251
1615,3/8/2012,1,1,3,13,0,4,1,2,0.6,0.6212,0.49,0.6418,35,198,233
1616,3/8/2012,1,1,3,14,0,4,1,2,0.62,0.6212,0.43,0.6418,48,155,203
1617,3/8/2012,1,1,3,15,0,4,1,1,0.64,0.6212,0.38,0.6866,24,161,185
1618,3/8/2012,1,1,3,16,0,4,1,2,0.62,0.6212,0.41,0.6418,37,305,342
1619,3/8/2012,1,1,3,17,0,4,1,1,0.62,0.6212,0.38,0.6567,52,545,597
1620,3/8/2012,1,1,3,18,0,4,1,2,0.62,0.6212,0.38,0.5522,45,545,590
1621,3/8/2012,1,1,3,19,0,4,1,2,0.6,0.6212,0.4,0.4478,21,395,416
1622,3/8/2012,1,1,3,20,0,4,1,2,0.6,0.6212,0.43,0.3881,20,282,302
1623,3/8/2012,1,1,3,21,0,4,1,1,0.6,0.6212,0.43,0.3881,27,206,233
1624,3/8/2012,1,1,3,22,0,4,1,1,0.56,0.5303,0.49,0.3284,12,141,153
1625,3/8/2012,1,1,3,23,0,4,1,2,0.56,0.5303,0.49,0.4478,6,88,94
1626,3/9/2012,1,1,3,0,0,5,1,2,0.58,0.5455,0.49,0.4627,3,51,54
1627,3/9/2012,1,1,3,1,0,5,1,3,0.56,0.5303,0.52,0.4925,4,22,26
1628,3/9/2012,1,1,3,2,0,5,1,3,0.48,0.4697,0.77,0.4179,2,9,11
1629,3/9/2012,1,1,3,3,0,5,1,1,0.46,0.4545,0.77,0.5224,0,7,7
1630,3/9/2012,1,1,3,4,0,5,1,3,0.4,0.4091,0.66,0.2836,0,1,1
1631,3/9/2012,1,1,3,5,0,5,1,3,0.4,0.4091,0.66,0.2836,2,27,29
1632,3/9/2012,1,1,3,6,0,5,1,2,0.4,0.4091,0.5,0.3582,2,83,85
1633,3/9/2012,1,1,3,7,0,5,1,2,0.38,0.3939,0.4,0.2985,6,262,268
1634,3/9/2012,1,1,3,8,0,5,1,2,0.34,0.2879,0.42,0.5224,17,484,501
1635,3/9/2012,1,1,3,9,0,5,1,2,0.34,0.2879,0.42,0.5224,17,267,284
1636,3/9/2012,1,1,3,10,0,5,1,2,0.34,0.2879,0.36,0.4925,14,145,159
1637,3/9/2012,1,1,3,11,0,5,1,2,0.36,0.3333,0.34,0.3582,17,170,187
1638,3/9/2012,1,1,3,12,0,5,1,1,0.36,0.3333,0.34,0.4179,27,174,201
1639,3/9/2012,1,1,3,13,0,5,1,2,0.38,0.3939,0.29,0.3881,49,175,224
1640,3/9/2012,1,1,3,14,0,5,1,1,0.42,0.4242,0.28,0.4627,49,129,178
1641,3/9/2012,1,1,3,15,0,5,1,1,0.46,0.4545,0.24,0.2537,50,188,238
1642,3/9/2012,1,1,3,16,0,5,1,1,0.48,0.4697,0.23,0.4179,51,292,343
1643,3/9/2012,1,1,3,17,0,5,1,1,0.46,0.4545,0.24,0.3881,68,498,566
1644,3/9/2012,1,1,3,18,0,5,1,1,0.44,0.4394,0.26,0.5224,30,440,470
1645,3/9/2012,1,1,3,19,0,5,1,1,0.42,0.4242,0.28,0.6119,12,232,244
1646,3/9/2012,1,1,3,20,0,5,1,1,0.38,0.3939,0.32,0.3582,3,156,159
1647,3/9/2012,1,1,3,21,0,5,1,1,0.36,0.3333,0.34,0.3284,8,133,141
1648,3/9/2012,1,1,3,22,0,5,1,1,0.34,0.2879,0.31,0.4925,7,100,107
1649,3/9/2012,1,1,3,23,0,5,1,1,0.32,0.303,0.33,0.2985,9,77,86
1650,3/10/2012,1,1,3,0,0,6,0,1,0.3,0.2727,0.36,0.3582,9,68,77
1651,3/10/2012,1,1,3,1,0,6,0,1,0.3,0.2879,0.36,0.2537,1,50,51
1652,3/10/2012,1,1,3,2,0,6,0,1,0.26,0.2424,0.41,0.2537,12,30,42
1653,3/10/2012,1,1,3,3,0,6,0,1,0.26,0.2273,0.41,0.2985,0,16,16
1654,3/10/2012,1,1,3,4,0,6,0,1,0.24,0.2121,0.41,0.3582,1,3,4
1655,3/10/2012,1,1,3,5,0,6,0,1,0.22,0.2121,0.42,0.2836,3,7,10
1656,3/10/2012,1,1,3,6,0,6,0,1,0.22,0.2121,0.44,0.2836,1,11,12
1657,3/10/2012,1,1,3,7,0,6,0,1,0.22,0.2121,0.44,0.2537,4,36,40
1658,3/10/2012,1,1,3,8,0,6,0,1,0.22,0.2121,0.44,0.2985,15,96,111
1659,3/10/2012,1,1,3,9,0,6,0,1,0.24,0.2121,0.41,0.3284,21,127,148
1660,3/10/2012,1,1,3,10,0,6,0,1,0.26,0.2273,0.35,0.4179,47,176,223
1661,3/10/2012,1,1,3,11,0,6,0,1,0.3,0.2727,0.33,0.3284,56,218,274
1662,3/10/2012,1,1,3,12,0,6,0,1,0.3,0.2727,0.33,0.3284,88,241,329
1663,3/10/2012,1,1,3,13,0,6,0,1,0.32,0.303,0.29,0.2836,89,268,357
1664,3/10/2012,1,1,3,14,0,6,0,1,0.34,0.3182,0.27,0.2836,117,262,379
1665,3/10/2012,1,1,3,15,0,6,0,1,0.34,0.3636,0.25,0,132,274,406
1666,3/10/2012,1,1,3,16,0,6,0,1,0.36,0.3636,0.23,0,115,275,390
1667,3/10/2012,1,1,3,17,0,6,0,1,0.36,0.3788,0.23,0,104,250,354
1668,3/10/2012,1,1,3,18,0,6,0,1,0.36,0.3636,0.21,0.0896,67,230,297
1669,3/10/2012,1,1,3,19,0,6,0,1,0.34,0.3636,0.25,0,25,159,184
1670,3/10/2012,1,1,3,20,0,6,0,1,0.32,0.3333,0.33,0.1343,20,101,121
1671,3/10/2012,1,1,3,21,0,6,0,1,0.3,0.2879,0.39,0.2239,16,94,110
1672,3/10/2012,1,1,3,22,0,6,0,1,0.26,0.2576,0.44,0.1642,19,81,100
1673,3/10/2012,1,1,3,23,0,6,0,1,0.26,0.2576,0.41,0.194,6,77,83
1674,3/11/2012,1,1,3,0,0,0,0,1,0.26,0.2879,0.44,0.0896,7,62,69
1675,3/11/2012,1,1,3,1,0,0,0,1,0.24,0.2424,0.52,0.1642,4,57,61
1676,3/11/2012,1,1,3,3,0,0,0,1,0.24,0.2424,0.6,0.1343,15,51,66
1677,3/11/2012,1,1,3,4,0,0,0,1,0.24,0.2424,0.6,0.1343,7,15,22
1678,3/11/2012,1,1,3,5,0,0,0,1,0.24,0.2424,0.6,0.1642,2,5,7
1679,3/11/2012,1,1,3,6,0,0,0,1,0.24,0.2424,0.7,0.1642,2,8,10
1680,3/11/2012,1,1,3,7,0,0,0,1,0.22,0.2273,0.69,0.1343,2,15,17
1681,3/11/2012,1,1,3,8,0,0,0,1,0.22,0.2273,0.69,0.1343,4,68,72
1682,3/11/2012,1,1,3,9,0,0,0,1,0.26,0.2576,0.6,0.2239,20,70,90
1683,3/11/2012,1,1,3,10,0,0,0,1,0.32,0.303,0.49,0.2836,71,147,218
1684,3/11/2012,1,1,3,11,0,0,0,1,0.36,0.3333,0.43,0.2836,90,209,299
1685,3/11/2012,1,1,3,12,0,0,0,1,0.4,0.4091,0.37,0.2985,146,264,410
1686,3/11/2012,1,1,3,13,0,0,0,1,0.42,0.4242,0.41,0.2985,176,288,464
1687,3/11/2012,1,1,3,14,0,0,0,1,0.46,0.4545,0.31,0.2836,212,289,501
1688,3/11/2012,1,1,3,15,0,0,0,1,0.5,0.4848,0.29,0.2985,201,286,487
1689,3/11/2012,1,1,3,16,0,0,0,1,0.5,0.4848,0.31,0.3582,208,301,509
1690,3/11/2012,1,1,3,17,0,0,0,1,0.52,0.5,0.27,0.2985,199,299,498
1691,3/11/2012,1,1,3,18,0,0,0,1,0.52,0.5,0.29,0.2836,133,256,389
1692,3/11/2012,1,1,3,19,0,0,0,1,0.5,0.4848,0.31,0.2836,55,203,258
1693,3/11/2012,1,1,3,20,0,0,0,1,0.44,0.4394,0.47,0.2239,42,129,171
1694,3/11/2012,1,1,3,21,0,0,0,1,0.42,0.4242,0.54,0.2239,37,110,147
1695,3/11/2012,1,1,3,22,0,0,0,1,0.4,0.4091,0.54,0.194,13,81,94
1696,3/11/2012,1,1,3,23,0,0,0,1,0.4,0.4091,0.5,0.1642,12,40,52
1697,3/12/2012,1,1,3,0,0,1,1,1,0.38,0.3939,0.54,0.194,4,20,24
1698,3/12/2012,1,1,3,1,0,1,1,1,0.38,0.3939,0.5,0.1343,1,9,10
1699,3/12/2012,1,1,3,2,0,1,1,1,0.38,0.3939,0.54,0.1045,4,5,9
1700,3/12/2012,1,1,3,3,0,1,1,1,0.36,0.3485,0.5,0.1343,0,2,2
1701,3/12/2012,1,1,3,4,0,1,1,1,0.34,0.3333,0.61,0.194,0,3,3
1702,3/12/2012,1,1,3,5,0,1,1,1,0.34,0.3333,0.61,0.194,1,15,16
1703,3/12/2012,1,1,3,6,0,1,1,1,0.34,0.3485,0.57,0.1045,2,86,88
1704,3/12/2012,1,1,3,7,0,1,1,1,0.34,0.3485,0.53,0.1045,9,259,268
1705,3/12/2012,1,1,3,8,0,1,1,1,0.34,0.3333,0.61,0.1343,17,547,564
1706,3/12/2012,1,1,3,9,0,1,1,1,0.38,0.3939,0.54,0.1642,21,260,281
1707,3/12/2012,1,1,3,10,0,1,1,1,0.4,0.4091,0.5,0.2239,39,98,137
1708,3/12/2012,1,1,3,11,0,1,1,1,0.44,0.4394,0.44,0.2239,39,111,150
1709,3/12/2012,1,1,3,12,0,1,1,1,0.48,0.4697,0.39,0.2239,59,162,221
1710,3/12/2012,1,1,3,13,0,1,1,2,0.54,0.5152,0.32,0.2537,74,176,250
1711,3/12/2012,1,1,3,14,0,1,1,2,0.58,0.5455,0.32,0.2836,76,145,221
1712,3/12/2012,1,1,3,15,0,1,1,1,0.56,0.5303,0.4,0.1343,74,159,233
1713,3/12/2012,1,1,3,16,0,1,1,1,0.62,0.6212,0.35,0.4478,77,255,332
1714,3/12/2012,1,1,3,17,0,1,1,2,0.62,0.6212,0.38,0.4179,87,557,644
1715,3/12/2012,1,1,3,18,0,1,1,2,0.6,0.6212,0.43,0.194,89,623,712
1716,3/12/2012,1,1,3,19,0,1,1,2,0.56,0.5303,0.49,0.2239,67,379,446
1717,3/12/2012,1,1,3,20,0,1,1,2,0.56,0.5303,0.49,0.2239,49,237,286
1718,3/12/2012,1,1,3,21,0,1,1,2,0.54,0.5152,0.56,0.2239,22,183,205
1719,3/12/2012,1,1,3,22,0,1,1,2,0.56,0.5303,0.56,0.2239,17,116,133
1720,3/12/2012,1,1,3,23,0,1,1,1,0.56,0.5303,0.56,0.2239,10,53,63
1721,3/13/2012,1,1,3,0,0,2,1,2,0.56,0.5303,0.52,0.194,5,21,26
1722,3/13/2012,1,1,3,1,0,2,1,2,0.52,0.5,0.59,0.2239,2,14,16
1723,3/13/2012,1,1,3,2,0,2,1,3,0.52,0.5,0.72,0.2985,0,1,1
1724,3/13/2012,1,1,3,3,0,2,1,3,0.52,0.5,0.72,0.2985,0,2,2
1725,3/13/2012,1,1,3,4,0,2,1,2,0.46,0.4545,0.82,0.194,0,1,1
1726,3/13/2012,1,1,3,5,0,2,1,2,0.46,0.4545,0.82,0.194,0,24,24
1727,3/13/2012,1,1,3,6,0,2,1,3,0.46,0.4545,0.82,0.194,5,108,113
1728,3/13/2012,1,1,3,7,0,2,1,2,0.46,0.4545,0.82,0.2836,16,292,308
1729,3/13/2012,1,1,3,8,0,2,1,1,0.46,0.4545,0.82,0.2836,22,571,593
1730,3/13/2012,1,1,3,9,0,2,1,1,0.48,0.4697,0.82,0.2836,18,324,342
1731,3/13/2012,1,1,3,10,0,2,1,1,0.52,0.5,0.77,0.2239,28,115,143
1732,3/13/2012,1,1,3,11,0,2,1,1,0.54,0.5152,0.73,0.2836,64,155,219
1733,3/13/2012,1,1,3,12,0,2,1,1,0.6,0.6061,0.6,0.2836,47,197,244
1734,3/13/2012,1,1,3,13,0,2,1,1,0.6,0.6061,0.6,0.3881,53,180,233
1735,3/13/2012,1,1,3,14,0,2,1,1,0.64,0.6212,0.53,0.3284,52,160,212
1736,3/13/2012,1,1,3,15,0,2,1,1,0.7,0.6364,0.39,0.2239,68,196,264
1737,3/13/2012,1,1,3,16,0,2,1,1,0.72,0.6515,0.34,0.3881,53,312,365
1738,3/13/2012,1,1,3,17,0,2,1,1,0.7,0.6364,0.37,0.1045,62,614,676
1739,3/13/2012,1,1,3,18,0,2,1,1,0.7,0.6364,0.34,0.2985,96,638,734
1740,3/13/2012,1,1,3,19,0,2,1,1,0.64,0.6212,0.47,0.2239,50,429,479
1741,3/13/2012,1,1,3,20,0,2,1,1,0.6,0.6212,0.49,0.1642,45,306,351
1742,3/13/2012,1,1,3,21,0,2,1,1,0.58,0.5455,0.56,0.1045,44,200,244
1743,3/13/2012,1,1,3,22,0,2,1,1,0.56,0.5303,0.6,0.0896,24,146,170
1744,3/13/2012,1,1,3,23,0,2,1,1,0.56,0.5303,0.56,0.1343,8,79,87
1745,3/14/2012,1,1,3,0,0,3,1,1,0.54,0.5152,0.6,0.1045,5,34,39
1746,3/14/2012,1,1,3,1,0,3,1,1,0.52,0.5,0.63,0.0896,2,25,27
1747,3/14/2012,1,1,3,2,0,3,1,1,0.5,0.4848,0.68,0.194,0,2,2
1748,3/14/2012,1,1,3,3,0,3,1,1,0.48,0.4697,0.72,0.194,1,3,4
1749,3/14/2012,1,1,3,4,0,3,1,1,0.48,0.4697,0.67,0.0896,1,4,5
1750,3/14/2012,1,1,3,5,0,3,1,1,0.44,0.4394,0.82,0.1343,2,25,27
1751,3/14/2012,1,1,3,6,0,3,1,1,0.44,0.4394,0.82,0.0896,1,120,121
1752,3/14/2012,1,1,3,7,0,3,1,1,0.44,0.4394,0.82,0.1045,20,348,368
1753,3/14/2012,1,1,3,8,0,3,1,1,0.44,0.4394,0.82,0,34,628,662
1754,3/14/2012,1,1,3,9,0,3,1,1,0.52,0.5,0.68,0,26,325,351
1755,3/14/2012,1,1,3,10,0,3,1,1,0.56,0.5303,0.56,0.1045,38,150,188
1756,3/14/2012,1,1,3,11,0,3,1,2,0.62,0.6212,0.41,0.1642,65,155,220
1757,3/14/2012,1,1,3,12,0,3,1,2,0.64,0.6212,0.29,0,55,212,267
1758,3/14/2012,1,1,3,13,0,3,1,1,0.66,0.6212,0.27,0.2239,57,197,254
1759,3/14/2012,1,1,3,14,0,3,1,1,0.7,0.6364,0.23,0.3284,61,163,224
1760,3/14/2012,1,1,3,15,0,3,1,1,0.7,0.6364,0.24,0,86,197,283
1761,3/14/2012,1,1,3,16,0,3,1,1,0.72,0.6364,0.25,0.194,78,278,356
1762,3/14/2012,1,1,3,17,0,3,1,1,0.7,0.6364,0.28,0.0896,140,642,782
1763,3/14/2012,1,1,3,18,0,3,1,1,0.7,0.6364,0.32,0,102,647,749
1764,3/14/2012,1,1,3,19,0,3,1,1,0.64,0.6212,0.33,0.1642,70,402,472
1765,3/14/2012,1,1,3,20,0,3,1,1,0.62,0.6212,0.35,0.1045,44,286,330
1766,3/14/2012,1,1,3,21,0,3,1,1,0.6,0.6212,0.4,0.0896,47,241,288
1767,3/14/2012,1,1,3,22,0,3,1,1,0.52,0.5,0.55,0.1343,43,159,202
1768,3/14/2012,1,1,3,23,0,3,1,1,0.56,0.5303,0.43,0.1642,19,72,91
1769,3/15/2012,1,1,3,0,0,4,1,1,0.54,0.5152,0.49,0.1343,14,46,60
1770,3/15/2012,1,1,3,1,0,4,1,1,0.5,0.4848,0.59,0.1045,15,8,23
1771,3/15/2012,1,1,3,2,0,4,1,1,0.5,0.4848,0.59,0,14,5,19
1772,3/15/2012,1,1,3,3,0,4,1,1,0.5,0.4848,0.63,0,0,7,7
1773,3/15/2012,1,1,3,4,0,4,1,1,0.44,0.4394,0.77,0.1045,11,3,14
1774,3/15/2012,1,1,3,5,0,4,1,1,0.46,0.4545,0.67,0,2,24,26
1775,3/15/2012,1,1,3,6,0,4,1,1,0.44,0.4394,0.72,0.0896,4,113,117
1776,3/15/2012,1,1,3,7,0,4,1,1,0.44,0.4394,0.72,0.0896,14,367,381
1777,3/15/2012,1,1,3,8,0,4,1,1,0.44,0.4394,0.77,0.1045,21,602,623
1778,3/15/2012,1,1,3,9,0,4,1,1,0.48,0.4697,0.77,0.0896,30,285,315
1779,3/15/2012,1,1,3,10,0,4,1,1,0.52,0.5,0.68,0.1045,34,130,164
1780,3/15/2012,1,1,3,11,0,4,1,1,0.56,0.5303,0.6,0.1343,60,151,211
1781,3/15/2012,1,1,3,12,0,4,1,2,0.62,0.6212,0.5,0.1343,59,206,265
1782,3/15/2012,1,1,3,13,0,4,1,2,0.66,0.6212,0.41,0.0896,62,211,273
1783,3/15/2012,1,1,3,14,0,4,1,2,0.72,0.6515,0.3,0.1045,81,177,258
1784,3/15/2012,1,1,3,15,0,4,1,1,0.72,0.6515,0.32,0.2239,100,187,287
1785,3/15/2012,1,1,3,16,0,4,1,1,0.72,0.6515,0.37,0.3881,95,331,426
1786,3/15/2012,1,1,3,17,0,4,1,1,0.7,0.6364,0.39,0.2537,79,634,713
1787,3/15/2012,1,1,3,18,0,4,1,1,0.66,0.6212,0.44,0.2836,98,648,746
1788,3/15/2012,1,1,3,19,0,4,1,2,0.64,0.6212,0.5,0.194,72,353,425
1789,3/15/2012,1,1,3,20,0,4,1,2,0.58,0.5455,0.6,0.3582,60,270,330
1790,3/15/2012,1,1,3,21,0,4,1,1,0.54,0.5152,0.68,0.2836,36,207,243
1791,3/15/2012,1,1,3,22,0,4,1,1,0.52,0.5,0.68,0.1343,32,137,169
1792,3/15/2012,1,1,3,23,0,4,1,1,0.48,0.4697,0.72,0.194,12,85,97
1793,3/16/2012,1,1,3,0,0,5,1,1,0.44,0.4394,0.77,0.2537,8,49,57
1794,3/16/2012,1,1,3,1,0,5,1,2,0.42,0.4242,0.82,0.3284,4,22,26
1795,3/16/2012,1,1,3,2,0,5,1,2,0.42,0.4242,0.82,0.194,0,4,4
1796,3/16/2012,1,1,3,3,0,5,1,2,0.4,0.4091,0.87,0.2836,0,3,3
1797,3/16/2012,1,1,3,4,0,5,1,2,0.4,0.4091,0.87,0.2537,0,3,3
1798,3/16/2012,1,1,3,5,0,5,1,2,0.4,0.4091,0.87,0.2239,2,30,32
1799,3/16/2012,1,1,3,6,0,5,1,2,0.4,0.4091,0.87,0.1642,3,96,99
1800,3/16/2012,1,1,3,7,0,5,1,2,0.4,0.4091,0.87,0.194,13,265,278
1801,3/16/2012,1,1,3,8,0,5,1,2,0.4,0.4091,0.87,0.2239,28,534,562
1802,3/16/2012,1,1,3,9,0,5,1,2,0.42,0.4242,0.82,0,35,277,312
1803,3/16/2012,1,1,3,10,0,5,1,2,0.4,0.4091,0.87,0.0896,44,136,180
1804,3/16/2012,1,1,3,11,0,5,1,2,0.44,0.4394,0.77,0,40,167,207
1805,3/16/2012,1,1,3,12,0,5,1,2,0.44,0.4394,0.82,0.1343,72,222,294
1806,3/16/2012,1,1,3,13,0,5,1,2,0.46,0.4545,0.77,0.0896,52,208,260
1807,3/16/2012,1,1,3,14,0,5,1,2,0.48,0.4697,0.72,0,56,146,202
1808,3/16/2012,1,1,3,15,0,5,1,3,0.46,0.4545,0.82,0.1045,19,88,107
1809,3/16/2012,1,1,3,16,0,5,1,3,0.48,0.4697,0.77,0,18,111,129
1810,3/16/2012,1,1,3,17,0,5,1,3,0.48,0.4697,0.82,0.0896,23,235,258
1811,3/16/2012,1,1,3,18,0,5,1,3,0.48,0.4697,0.82,0.0896,31,377,408
1812,3/16/2012,1,1,3,19,0,5,1,2,0.46,0.4545,0.88,0,23,273,296
1813,3/16/2012,1,1,3,20,0,5,1,1,0.46,0.4545,0.88,0,31,204,235
1814,3/16/2012,1,1,3,21,0,5,1,2,0.44,0.4394,0.94,0,8,144,152
1815,3/16/2012,1,1,3,22,0,5,1,2,0.44,0.4394,0.94,0,16,132,148
1816,3/16/2012,1,1,3,23,0,5,1,2,0.44,0.4394,0.94,0,22,104,126
1817,3/17/2012,1,1,3,0,0,6,0,2,0.44,0.4394,0.94,0.0896,13,87,100
1818,3/17/2012,1,1,3,1,0,6,0,2,0.44,0.4394,0.94,0,12,57,69
1819,3/17/2012,1,1,3,2,0,6,0,2,0.44,0.4394,0.88,0,10,32,42
1820,3/17/2012,1,1,3,3,0,6,0,2,0.44,0.4394,0.88,0,2,24,26
1821,3/17/2012,1,1,3,4,0,6,0,2,0.42,0.4242,0.94,0,0,2,2
1822,3/17/2012,1,1,3,5,0,6,0,2,0.42,0.4242,0.94,0.0896,5,3,8
1823,3/17/2012,1,1,3,6,0,6,0,2,0.42,0.4242,0.94,0.194,1,29,30
1824,3/17/2012,1,1,3,7,0,6,0,2,0.4,0.4091,1,0.1343,29,57,86
1825,3/17/2012,1,1,3,8,0,6,0,2,0.42,0.4242,0.94,0.1045,63,155,218
1826,3/17/2012,1,1,3,9,0,6,0,2,0.44,0.4394,0.88,0.0896,104,217,321
1827,3/17/2012,1,1,3,10,0,6,0,2,0.5,0.4848,0.77,0.0896,140,303,443
1828,3/17/2012,1,1,3,11,0,6,0,2,0.52,0.5,0.77,0.1343,226,359,585
1829,3/17/2012,1,1,3,12,0,6,0,1,0.56,0.5303,0.68,0.1642,286,365,651
1830,3/17/2012,1,1,3,13,0,6,0,1,0.6,0.6061,0.6,0.1045,286,400,686
1831,3/17/2012,1,1,3,14,0,6,0,1,0.62,0.6212,0.53,0.0896,352,338,690
1832,3/17/2012,1,1,3,15,0,6,0,1,0.64,0.6212,0.53,0.1343,357,322,679
1833,3/17/2012,1,1,3,16,0,6,0,1,0.64,0.6212,0.5,0,367,318,685
1834,3/17/2012,1,1,3,17,0,6,0,1,0.64,0.6212,0.5,0.1343,291,357,648
1835,3/17/2012,1,1,3,18,0,6,0,1,0.62,0.6212,0.57,0.2985,221,339,560
1836,3/17/2012,1,1,3,19,0,6,0,1,0.58,0.5455,0.64,0.2836,155,262,417
1837,3/17/2012,1,1,3,20,0,6,0,1,0.56,0.5303,0.64,0.194,89,182,271
1838,3/17/2012,1,1,3,21,0,6,0,1,0.54,0.5152,0.68,0.1642,54,169,223
1839,3/17/2012,1,1,3,22,0,6,0,1,0.54,0.5152,0.68,0,58,153,211
1840,3/17/2012,1,1,3,23,0,6,0,1,0.5,0.4848,0.77,0.1642,34,151,185
1841,3/18/2012,1,1,3,0,0,0,0,1,0.46,0.4545,0.88,0.194,27,80,107
1842,3/18/2012,1,1,3,1,0,0,0,1,0.46,0.4545,0.82,0.1343,25,88,113
1843,3/18/2012,1,1,3,2,0,0,0,2,0.46,0.4545,0.82,0.1045,15,41,56
1844,3/18/2012,1,1,3,3,0,0,0,2,0.44,0.4394,0.88,0.1343,3,15,18
1845,3/18/2012,1,1,3,4,0,0,0,2,0.42,0.4242,0.94,0.1642,6,8,14
1846,3/18/2012,1,1,3,5,0,0,0,2,0.4,0.4091,0.94,0.1045,0,6,6
1847,3/18/2012,1,1,3,6,0,0,0,2,0.4,0.4091,0.94,0.1045,2,9,11
1848,3/18/2012,1,1,3,7,0,0,0,3,0.42,0.4242,0.88,0.1642,17,25,42
1849,3/18/2012,1,1,3,8,0,0,0,2,0.42,0.4242,0.88,0.1045,25,71,96
1850,3/18/2012,1,1,3,9,0,0,0,2,0.42,0.4242,0.88,0.0896,65,113,178
1851,3/18/2012,1,1,3,10,0,0,0,2,0.42,0.4242,0.88,0.1045,139,212,351
1852,3/18/2012,1,1,3,11,0,0,0,2,0.44,0.4394,0.82,0.1642,129,239,368
1853,3/18/2012,1,1,3,12,0,0,0,2,0.44,0.4394,0.88,0.1343,222,281,503
1854,3/18/2012,1,1,3,13,0,0,0,2,0.46,0.4545,0.82,0.1642,198,346,544
1855,3/18/2012,1,1,3,14,0,0,0,2,0.5,0.4848,0.77,0.0896,218,303,521
1856,3/18/2012,1,1,3,15,0,0,0,1,0.54,0.5152,0.68,0.0896,240,314,554
1857,3/18/2012,1,1,3,16,0,0,0,1,0.54,0.5152,0.73,0.0896,229,312,541
1858,3/18/2012,1,1,3,17,0,0,0,1,0.56,0.5303,0.64,0.0896,233,308,541
1859,3/18/2012,1,1,3,18,0,0,0,1,0.56,0.5303,0.64,0.1642,165,294,459
1860,3/18/2012,1,1,3,19,0,0,0,1,0.56,0.5303,0.64,0.1642,118,234,352
1861,3/18/2012,1,1,3,20,0,0,0,1,0.52,0.5,0.77,0.1343,59,139,198
1862,3/18/2012,1,1,3,21,0,0,0,1,0.52,0.5,0.72,0.0896,44,129,173
1863,3/18/2012,1,1,3,22,0,0,0,1,0.5,0.4848,0.77,0.1045,21,79,100
1864,3/18/2012,1,1,3,23,0,0,0,1,0.48,0.4697,0.82,0.1642,7,39,46
1865,3/19/2012,1,1,3,0,0,1,1,1,0.48,0.4697,0.82,0.1045,4,19,23
1866,3/19/2012,1,1,3,1,0,1,1,1,0.46,0.4545,0.88,0.1045,0,15,15
1867,3/19/2012,1,1,3,2,0,1,1,1,0.46,0.4545,0.88,0.1642,1,7,8
1868,3/19/2012,1,1,3,3,0,1,1,1,0.46,0.4545,0.88,0.0896,0,2,2
1869,3/19/2012,1,1,3,4,0,1,1,1,0.44,0.4394,0.94,0,0,3,3
1870,3/19/2012,1,1,3,5,0,1,1,1,0.44,0.4394,0.94,0,0,31,31
1871,3/19/2012,1,1,3,6,0,1,1,1,0.46,0.4545,0.88,0.1343,2,118,120
1872,3/19/2012,1,1,3,7,0,1,1,1,0.46,0.4545,0.88,0.194,25,329,354
1873,3/19/2012,1,1,3,8,0,1,1,1,0.46,0.4545,0.88,0.1045,16,563,579
1874,3/19/2012,1,1,3,9,0,1,1,1,0.5,0.4848,0.72,0.1642,55,276,331
1875,3/19/2012,1,1,3,10,0,1,1,1,0.52,0.5,0.72,0.1343,56,128,184
1876,3/19/2012,1,1,3,11,0,1,1,1,0.56,0.5303,0.68,0.1642,56,145,201
1877,3/19/2012,1,1,3,12,0,1,1,1,0.6,0.6061,0.64,0.2537,71,211,282
